driverId,constructorId,year,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,fastest_q,prev_year_1_lap,prev_year_2_lap,prev_year_3_lap,prev_year_4_lap,fastestLapTime
808,4,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,76800,77700
18,1,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79300,75100,75900,122700,76800,77700
155,15,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79400,75100,75900,122700,76800,77700
3,131,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79500,75100,75900,122700,76800,77700
153,5,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79600,75100,75900,122700,76800,77700
67,5,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79800,75100,75900,122700,76800,77700
2,15,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,79900,75100,75900,122700,76800,77700
24,10,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,80400,75100,75900,122700,76800,77700
16,10,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,80800,75100,75900,122700,76800,77700
10,166,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82100,75100,75900,122700,76800,77700
15,205,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82300,75100,75900,122700,76800,77700
5,205,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82400,75100,75900,122700,76800,77700
810,166,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82800,75100,75900,122700,76800,77700
32,164,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,83100,75100,75900,122700,76800,77700
811,164,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,83800,75100,75900,122700,76800,77700
20,9,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,83500,147300,90500,92000,90900,95800
1,1,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84300,147300,90500,92000,90900,95800
17,9,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84400,147300,90500,92000,90900,95800
18,1,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84800,147300,90500,92000,90900,95800
4,6,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85000,147300,90500,92000,90900,95800
808,4,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85200,147300,90500,92000,90900,95800
3,131,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85400,147300,90500,92000,90900,95800
13,6,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85600,147300,90500,92000,90900,95800
155,15,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85400,147300,90500,92000,90900,95800
67,5,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85900,147300,90500,92000,90900,95800
30,131,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86000,147300,90500,92000,90900,95800
153,5,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86100,147300,90500,92000,90900,95800
815,15,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85800,147300,90500,92000,90900,95800
814,10,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86700,147300,90500,92000,90900,95800
813,3,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86300,147300,90500,92000,90900,95800
16,10,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86200,147300,90500,92000,90900,95800
22,3,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86300,147300,90500,92000,90900,95800
2,4,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,87200,147300,90500,92000,90900,95800
5,205,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,89300,147300,90500,92000,90900,95800
15,205,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,89300,147300,90500,92000,90900,95800
10,166,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,89900,147300,90500,92000,90900,95800
816,166,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,90800,147300,90500,92000,90900,95800
24,164,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,93000,147300,90500,92000,90900,95800
39,164,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,94300,147300,90500,92000,90900,95800
20,9,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,94900,106400,99500,100300,101500,109400
1,1,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,95000,106400,99500,100300,101500,109400
17,9,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,95200,106400,99500,100300,101500,109400
18,1,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,95200,106400,99500,100300,101500,109400
4,6,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,95800,106400,99500,100300,101500,109400
2,4,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96100,106400,99500,100300,101500,109400
13,6,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96300,106400,99500,100300,101500,109400
808,4,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96300,106400,99500,100300,101500,109400
3,131,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96400,106400,99500,100300,101500,109400
155,15,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96700,106400,99500,100300,101500,109400
30,131,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96900,106400,99500,100300,101500,109400
67,5,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97200,106400,99500,100300,101500,109400
153,5,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97300,106400,99500,100300,101500,109400
814,10,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97400,106400,99500,100300,101500,109400
22,3,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97500,106400,99500,100300,101500,109400
815,15,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97500,106400,99500,100300,101500,109400
16,10,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,97600,106400,99500,100300,101500,109400
813,3,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,98300,106400,99500,100300,101500,109400
5,205,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,98600,106400,99500,100300,101500,109400
15,205,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,98800,106400,99500,100300,101500,109400
10,166,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,100600,106400,99500,100300,101500,109400
816,166,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,101000,106400,99500,100300,101500,109400
24,164,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,101500,106400,99500,100300,101500,109400
39,164,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,102600,106400,99500,100300,101500,109400
20,9,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,85000,94600,94100,88800,91000,95000
17,9,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,85500,94600,94100,88800,91000,95000
3,131,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,85600,94600,94100,88800,91000,95000
1,1,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,85600,94600,94100,88800,91000,95000
4,6,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,85900,94600,94100,88800,91000,95000
18,1,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86000,94600,94100,88800,91000,95000
808,4,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86300,94600,94100,88800,91000,95000
30,131,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86100,94600,94100,88800,91000,95000
2,4,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86700,94600,94100,88800,91000,95000
13,6,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86400,94600,94100,88800,91000,95000
22,3,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,86800,94600,94100,88800,91000,95000
16,10,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87000,94600,94100,88800,91000,95000
814,10,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87100,94600,94100,88800,91000,95000
813,3,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87200,94600,94100,88800,91000,95000
815,15,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87200,94600,94100,88800,91000,95000
67,5,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87300,94600,94100,88800,91000,95000
153,5,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,87600,94600,94100,88800,91000,95000
5,205,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,88800,94600,94100,88800,91000,95000
15,205,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,89700,94600,94100,88800,91000,95000
816,166,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,90400,94600,94100,88800,91000,95000
24,164,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,90700,94600,94100,88800,91000,95000
10,166,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,90800,94600,94100,88800,91000,95000
39,164,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,91600,94600,94100,88800,91000,95000
17,9,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81000,92000,88700,86900,86300,93900
20,9,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81200,92000,88700,86900,86300,93900
1,1,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82000,92000,88700,86900,86300,93900
4,6,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82000,92000,88700,86900,86300,93900
18,1,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82000,92000,88700,86900,86300,93900
808,4,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82500,92000,88700,86900,86300,93900
3,131,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82600,92000,88700,86900,86300,93900
13,6,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82900,92000,88700,86900,86300,93900
813,3,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82900,92000,88700,86900,86300,93900
30,131,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82700,92000,88700,86900,86300,93900
67,5,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83200,92000,88700,86900,86300,93900
815,15,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83400,92000,88700,86900,86300,93900
153,5,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83700,92000,88700,86900,86300,93900
155,15,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83700,92000,88700,86900,86300,93900
5,205,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,85400,92000,88700,86900,86300,93900
814,10,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,84300,92000,88700,86900,86300,93900
16,10,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,84600,92000,88700,86900,86300,93900
15,205,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,86500,92000,88700,86900,86300,93900
22,3,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,86900,92000,88700,86900,86300,93900
10,166,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,87300,92000,88700,86900,86300,93900
24,164,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,87800,92000,88700,86900,86300,93900
39,164,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,87900,92000,88700,86900,86300,93900
816,166,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,88600,92000,88700,86900,86300,93900
20,9,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,73600,134300,78600,102100,79000,82700
18,1,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74000,134300,78600,102100,79000,82700
17,9,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74000,134300,78600,102100,79000,82700
4,6,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74500,134300,78600,102100,79000,82700
30,131,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74700,134300,78600,102100,79000,82700
13,6,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74600,134300,78600,102100,79000,82700
1,1,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74300,134300,78600,102100,79000,82700
3,131,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,74700,134300,78600,102100,79000,82700
813,3,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75500,134300,78600,102100,79000,82700
815,15,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75500,134300,78600,102100,79000,82700
808,4,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75800,134300,78600,102100,79000,82700
22,3,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75800,134300,78600,102100,79000,82700
155,15,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76000,134300,78600,102100,79000,82700
814,10,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76200,134300,78600,102100,79000,82700
16,10,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76100,134300,78600,102100,79000,82700
2,4,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76200,134300,78600,102100,79000,82700
67,5,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76300,134300,78600,102100,79000,82700
5,205,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77300,134300,78600,102100,79000,82700
15,205,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77400,134300,78600,102100,79000,82700
153,5,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77800,134300,78600,102100,79000,82700
10,166,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77900,134300,78600,102100,79000,82700
816,166,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,78700,134300,78600,102100,79000,82700
17,9,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,90400,100600,83500,98200,85000,130400
20,9,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,90400,100600,83500,98200,85000,130400
4,6,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,90500,100600,83500,98200,85000,130400
13,6,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,91100,100600,83500,98200,85000,130400
18,1,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,91900,100600,83500,98200,85000,130400
814,10,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,91900,100600,83500,98200,85000,130400
813,3,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,91900,100600,83500,98200,85000,130400
155,15,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92100,100600,83500,98200,85000,130400
3,131,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92200,100600,83500,98200,85000,130400
1,1,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92400,100600,83500,98200,85000,130400
16,10,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92600,100600,83500,98200,85000,130400
815,15,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92600,100600,83500,98200,85000,130400
30,131,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92700,100600,83500,98200,85000,130400
808,4,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,92700,100600,83500,98200,85000,130400
22,3,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,93100,100600,83500,98200,85000,130400
2,4,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,93800,100600,83500,98200,85000,130400
5,205,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,94800,100600,83500,98200,85000,130400
153,5,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,95200,100600,83500,98200,85000,130400
67,5,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,95700,100600,83500,98200,85000,130400
10,166,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,96200,100600,83500,98200,85000,130400
15,205,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,96500,100600,83500,98200,85000,130400
816,166,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,97200,100600,83500,98200,85000,130400
24,164,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,97500,100600,83500,98200,85000,130400
817,164,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,98100,100600,83500,98200,85000,130400
20,9,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79800,89300,83500,84200,86700,95300
1,1,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80000,89300,83500,84200,86700,95300
18,1,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80000,89300,83500,84200,86700,95300
13,6,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80400,89300,83500,84200,86700,95300
4,6,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80300,89300,83500,84200,86700,95300
17,9,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80500,89300,83500,84200,86700,95300
3,131,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81100,89300,83500,84200,86700,95300
16,10,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81400,89300,83500,84200,86700,95300
30,131,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81900,89300,83500,84200,86700,95300
815,15,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82200,89300,83500,84200,86700,95300
814,10,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82300,89300,83500,84200,86700,95300
808,4,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82300,89300,83500,84200,86700,95300
155,15,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82400,89300,83500,84200,86700,95300
2,4,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82500,89300,83500,84200,86700,95300
22,3,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82700,89300,83500,84200,86700,95300
153,5,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,83000,89300,83500,84200,86700,95300
813,3,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,83800,89300,83500,84200,86700,95300
67,5,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,84100,89300,83500,84200,86700,95300
5,205,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,84400,89300,83500,84200,86700,95300
15,205,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,84500,89300,83500,84200,86700,95300
10,166,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,86300,89300,83500,84200,86700,95300
24,164,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,86300,89300,83500,84200,86700,95300
817,164,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,86500,89300,83500,84200,86700,95300
816,166,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,86500,89300,83500,84200,86700,95300
20,9,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,108300,140200,110000,112100,112700,119800
1,1,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,108700,140200,110000,112100,112700,119800
17,9,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,109400,140200,110000,112100,112700,119800
13,6,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,110300,140200,110000,112100,112700,119800
3,131,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,110600,140200,110000,112100,112700,119800
153,5,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,110800,140200,110000,112100,112700,119800
811,4,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,111100,140200,110000,112100,112700,119800
4,6,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,111300,140200,110000,112100,112700,119800
815,15,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,111400,140200,110000,112100,112700,119800
808,4,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,112300,140200,110000,112100,112700,119800
67,5,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,124700,140200,110000,112100,112700,119800
155,15,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,124800,140200,110000,112100,112700,119800
18,1,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,121800,140200,110000,112100,112700,119800
22,3,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,125700,140200,110000,112100,112700,119800
16,10,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,126000,140200,110000,112100,112700,119800
813,3,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,125600,140200,110000,112100,112700,119800
5,205,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,126800,140200,110000,112100,112700,119800
814,10,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,127800,140200,110000,112100,112700,119800
15,205,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,128800,140200,110000,112100,112700,119800
10,166,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,129600,140200,110000,112100,112700,119800
816,166,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,131600,140200,110000,112100,112700,119800
24,164,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,131600,140200,110000,112100,112700,119800
817,164,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,133100,140200,110000,112100,112700,119800
20,9,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71900,77700,75100,75900,122700,81800
17,9,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72100,77700,75100,75900,122700,81800
18,1,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72300,77700,75100,75900,122700,81800
1,1,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72500,77700,75100,75900,122700,81800
4,6,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72600,77700,75100,75900,122700,81800
3,131,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72600,77700,75100,75900,122700,81800
13,6,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73100,77700,75100,75900,122700,81800
16,10,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73300,77700,75100,75900,122700,81800
811,4,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73300,77700,75100,75900,122700,81800
30,131,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73600,77700,75100,75900,122700,81800
814,10,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73600,77700,75100,75900,122700,81800
22,3,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73800,77700,75100,75900,122700,81800
153,5,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73800,77700,75100,75900,122700,81800
67,5,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73900,77700,75100,75900,122700,81800
808,4,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73900,77700,75100,75900,122700,81800
155,15,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,74100,77700,75100,75900,122700,81800
815,15,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,74200,77700,75100,75900,122700,81800
813,3,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,74600,77700,75100,75900,122700,81800
5,205,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,77700,75100,75900,122700,81800
15,205,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75400,77700,75100,75900,122700,81800
24,164,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,76600,77700,75100,75900,122700,81800
817,164,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,76900,77700,75100,75900,122700,81800
816,166,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77000,77700,75100,75900,122700,81800
10,166,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77100,77700,75100,75900,122700,81800
1,1,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84900,95800,147300,90500,92000,95000
18,1,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85100,95800,147300,90500,92000,95000
154,208,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85300,95800,147300,90500,92000,95000
30,131,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85300,95800,147300,90500,92000,95000
17,9,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85700,95800,147300,90500,92000,95000
20,9,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85700,95800,147300,90500,92000,95000
3,131,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85500,95800,147300,90500,92000,95000
813,3,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,85900,95800,147300,90500,92000,95000
807,10,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86300,95800,147300,90500,92000,95000
817,5,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86300,95800,147300,90500,92000,95000
818,5,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86400,95800,147300,90500,92000,95000
4,6,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86500,95800,147300,90500,92000,95000
155,15,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86200,95800,147300,90500,92000,95000
811,3,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86700,95800,147300,90500,92000,95000
814,10,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,87100,95800,147300,90500,92000,95000
13,6,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,87500,95800,147300,90500,92000,95000
815,15,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,86600,95800,147300,90500,92000,95000
8,208,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,87800,95800,147300,90500,92000,95000
5,207,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,88700,95800,147300,90500,92000,95000
808,207,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,89000,95800,147300,90500,92000,95000
10,206,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,90900,95800,147300,90500,92000,95000
819,206,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,91700,95800,147300,90500,92000,95000
37,164,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,93500,95800,147300,90500,92000,95000
39,164,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,93600,95800,147300,90500,92000,95000
1,1,2012,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96200,109400,106400,99500,100300,128500
18,1,2012,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96400,109400,106400,99500,100300,128500
30,131,2012,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96400,109400,106400,99500,100300,128500
17,9,2012,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,96500,109400,106400,99500,100300,128500
