raceId,driverId,stop,lap,milliseconds
842,30,3,42,22227
842,17,4,43,22161
842,808,3,44,28694
842,4,4,46,27182
842,24,3,44,38823
842,1,4,52,22466
843,153,1,9,22419
843,24,1,9,14160
843,30,1,10,20522
843,17,1,10,23442
843,813,1,10,23160
843,814,1,11,21989
843,3,1,12,20771
843,67,1,12,22010
843,18,1,14,23779
843,20,1,14,21995
843,155,1,14,21855
843,13,1,15,21624
843,1,1,15,20878
843,16,1,15,20989
843,4,1,16,22524
843,815,1,16,21473
843,22,1,16,21709
843,67,2,16,24722
843,10,1,16,22683
843,808,1,17,21981
843,2,1,18,22216
843,5,1,19,22485
843,15,1,20,23029
843,816,1,20,22901
843,24,2,21,24467
843,39,1,23,26049
843,18,2,24,20758
843,3,2,25,22005
843,1,2,25,20533
843,17,2,25,21132
843,813,2,25,22062
843,30,2,26,21964
843,10,2,28,21908
843,16,2,30,21058
843,155,2,30,21936
843,2,2,30,21821
843,20,2,31,21533
843,4,2,32,21251
843,814,2,32,21218
843,13,2,33,21168
843,67,3,33,21928
843,816,2,34,22802
843,22,2,35,21481
843,815,2,36,23397
843,18,3,37,21237
843,808,2,37,22005
843,1,3,38,20567
843,3,3,39,20720
843,30,3,39,21400
843,17,3,40,21091
843,10,3,39,33827
843,5,2,40,21890
843,813,3,40,27620
843,15,2,42,22260
843,24,3,45,23499
843,16,3,47,28708
843,815,3,48,13900
843,815,4,50,28845
844,815,1,1,29270
844,30,1,2,30182
844,808,1,8,21422
844,13,1,9,22022
844,1,1,9,20833
844,67,1,9,21769
844,17,1,10,21050
844,4,1,10,21308
844,3,1,10,22573
844,2,1,10,22300
844,22,1,10,22717
844,16,1,10,21649
844,20,1,11,20623
844,814,1,11,20775
844,813,1,11,23881
844,18,1,13,21368
844,155,1,13,21820
844,153,1,13,22713
844,15,1,13,23066
844,30,2,14,20907
844,39,1,14,27353
844,5,1,15,22854
844,24,1,15,24634
844,815,2,16,22895
844,816,1,16,22779
844,24,2,16,56611
844,808,2,19,21323
844,1,2,20,21075
844,17,2,21,20421
844,3,2,22,20927
844,2,2,22,21919
844,4,2,23,21732
844,13,2,23,21322
844,67,2,23,22128
844,155,2,23,23455
844,22,2,24,22868
844,814,2,24,20930
844,20,2,25,20112
844,16,2,25,21084
844,813,2,25,22555
844,15,2,25,22862
844,18,2,26,22639
844,39,2,27,24962
844,153,2,29,21826
844,30,3,30,20379
844,5,2,31,21633
844,814,3,32,20887
844,815,3,32,22365
844,3,3,33,20949
844,1,3,34,35688
844,816,2,33,24837
844,808,3,34,21838
844,13,3,34,23471
844,17,3,35,20843
844,4,3,36,21702
844,2,3,36,20872
844,24,3,35,25125
844,155,3,38,22456
844,18,3,39,21417
844,153,3,39,21986
844,20,3,40,20385
844,15,3,39,22219
844,67,3,40,22032
844,22,3,40,21687
844,16,3,40,21006
844,24,4,37,43603
844,813,3,41,21827
844,815,4,42,21715
844,3,4,44,20308
844,814,4,44,21403
844,17,4,45,22087
844,808,4,45,21662
844,30,4,45,20597
844,4,4,46,21379
844,813,4,45,13925
844,1,4,46,22041
844,2,4,46,21884
844,13,4,46,26685
844,20,4,47,20489
844,39,3,45,24474
844,5,3,53,23114
844,153,4,55,21931
845,155,1,1,24871
845,815,1,7,23592
845,813,1,8,22689
845,20,1,9,20253
845,67,1,9,20818
845,4,1,10,20567
845,17,1,10,20881
845,30,1,10,20084
845,1,1,11,19761
845,808,1,11,21856
845,3,1,11,20647
845,13,1,11,20800
845,153,1,11,20741
845,22,1,11,29936
845,16,1,13,20773
845,18,1,14,20015
845,39,1,14,24843
845,814,1,15,20070
845,15,1,15,22364
845,5,1,16,21019
845,24,1,16,23157
845,10,1,16,22744
845,816,1,17,23176
845,20,2,18,19887
845,4,2,19,20238
845,17,2,19,20079
845,813,2,20,24821
845,13,2,21,21635
845,2,1,21,21322
845,1,2,23,20235
845,22,2,23,21226
845,153,2,24,20872
845,67,2,25,24745
845,155,2,25,21128
845,30,2,26,20487
845,808,2,26,24232
845,3,2,27,19534
845,4,3,29,20738
845,17,3,29,20279
845,5,2,28,20807
845,815,2,29,21143
845,15,2,29,21723
845,39,2,28,24448
845,18,2,30,20763
845,16,2,30,20267
845,814,2,32,20126
845,20,3,34,20426
845,1,3,35,20473
845,816,2,34,22982
845,22,3,35,20650
845,13,3,36,22419
845,813,3,36,21574
845,2,2,36,21953
845,153,3,36,21019
845,4,4,39,20380
845,10,2,38,21632
845,30,3,41,20451
845,808,3,41,21739
845,5,3,41,23068
845,3,3,42,20395
845,67,3,42,20819
845,15,3,43,23001
845,155,3,44,20500
845,17,4,47,19984
845,20,4,48,20292
845,815,3,47,21829
845,18,3,48,20107
845,1,4,49,20988
845,16,3,48,23230
845,39,3,47,24298
845,2,3,50,20796
845,153,4,50,23143
845,816,3,49,21708
845,814,3,51,20573
845,813,4,53,22077
845,10,3,53,21170
845,22,4,54,20637
846,30,1,12,35084
846,18,1,15,25280
846,3,1,15,25189
846,20,1,16,28536
846,17,1,16,37735
846,4,1,17,25352
846,5,1,19,26477
846,814,1,20,24970
846,1,1,22,31445
846,10,1,22,26827
846,15,1,24,25595
846,813,1,25,26468
846,13,1,26,26615
846,39,1,25,28325
846,814,2,27,19360
846,808,1,28,28856
846,153,1,29,25907
846,22,1,32,25921
846,18,2,33,26421
846,814,3,32,47226
846,2,1,33,25851
846,67,1,33,26073
846,4,2,34,31382
846,3,2,33,25310
846,24,1,32,28298
846,816,1,33,27577
846,155,1,34,28642
846,16,1,34,25037
846,39,2,33,39917
846,1,2,43,19347
846,15,2,46,26065
846,18,3,48,24670
846,1,3,49,26977
846,5,2,52,25878
846,3,3,53,25116
846,813,2,54,25687
846,17,2,55,26269
846,153,2,56,27550
846,67,2,62,25045
846,816,2,63,26464
846,16,2,68,27879
846,22,2,68,25675
846,2,2,69,26281
847,18,1,8,23650
847,24,1,9,27202
847,18,2,13,14501
847,22,1,15,23305
847,16,1,16,24052
847,4,1,17,23893
847,3,1,17,23105
847,813,1,17,23571
847,67,1,17,23949
847,816,1,17,24143
847,30,1,18,24472
847,4,2,19,26348
847,18,3,19,23868
847,3,2,19,22986
847,153,1,19,26045
847,22,2,19,25066
847,5,1,19,44037
847,15,1,19,51684
847,813,2,19,24943
847,20,1,20,23872
847,17,1,20,29546
847,67,2,20,24649
847,13,1,21,24886
847,30,2,21,24196
847,816,2,23,30497
847,816,3,33,24655
847,30,3,34,22832
847,16,2,34,22923
847,10,1,34,24425
847,22,3,34,24684
847,67,3,34,23970
847,2,1,35,23113
847,814,1,35,22479
847,18,4,35,23589
847,37,1,35,30288
847,153,2,35,24863
847,813,3,35,23593
847,24,2,35,34897
847,155,1,36,23687
847,13,2,36,22742
847,808,1,36,23816
847,17,2,36,22402
847,4,3,36,26129
847,3,3,36,22735
847,15,2,36,23332
847,816,4,36,14538
847,20,2,37,22958
847,39,1,37,29115
847,18,5,37,31718
847,814,2,43,28630
847,16,3,45,14565
847,16,4,49,32449
847,17,3,50,22770
847,22,4,50,23059
847,67,4,50,26561
847,814,3,50,14538
847,18,6,51,23741
847,153,3,51,23338
847,813,4,51,23700
847,10,2,51,25079
847,39,2,51,29540
847,30,4,52,22869
847,13,3,52,22560
847,2,2,52,23364
847,37,2,52,24039
847,15,3,52,25140
847,816,5,52,30714
847,20,3,53,22526
847,24,3,52,33278
847,155,2,53,24618
847,808,2,53,24145
847,3,4,53,22702
847,13,4,53,28346
847,814,4,53,23129
847,813,5,61,31701
848,813,1,10,21301
848,2,1,11,22114
848,22,1,11,21163
848,155,1,11,23492
848,1,1,12,20340
848,3,1,12,21054
848,16,1,12,20676
848,17,1,13,20465
848,20,1,14,21006
848,4,1,14,21477
848,18,1,14,20997
848,30,1,14,21201
848,814,1,14,20567
848,67,1,14,21321
848,5,1,14,23241
848,39,1,14,28030
848,13,1,15,20718
848,808,1,15,22104
848,30,2,15,30665
848,24,1,15,24459
848,10,1,17,21900
848,15,1,18,23327
848,816,1,18,21943
848,153,1,19,21391
848,1,2,24,21035
848,815,1,25,21939
848,67,2,26,20460
848,5,2,26,21126
848,2,2,27,22285
848,814,2,27,20818
848,808,2,27,21168
848,17,2,28,20319
848,16,2,28,20286
848,22,2,28,21262
848,813,2,28,21805
848,4,2,29,20551
848,24,2,28,22766
848,20,2,30,20441
848,18,2,30,20325
848,3,2,30,23547
848,39,2,29,24675
848,13,2,31,25537
848,30,3,31,21168
848,155,2,33,20545
848,15,2,34,22131
848,816,2,37,22250
848,808,3,39,21105
848,2,3,40,21472
848,22,3,40,21286
848,17,3,42,20367
848,1,3,42,20212
848,153,2,42,21103
848,5,3,42,22632
848,16,3,43,21036
848,10,2,42,22030
848,814,3,44,21069
848,4,3,45,20136
848,24,3,43,22235
848,813,3,44,21490
848,3,3,45,20896
848,67,3,45,20995
848,20,3,47,20331
848,39,3,44,26059
848,13,3,48,20404
848,18,3,48,20479
849,30,1,9,30242
849,2,1,10,24716
849,18,1,11,25070
849,16,1,11,25737
849,155,1,11,28448
849,813,1,11,26238
849,67,1,11,26279
849,808,1,11,24880
849,22,1,11,25860
849,10,1,11,25416
849,24,1,11,26643
849,816,1,11,28742
849,17,1,12,23973
849,4,1,12,26566
849,1,1,12,25100
849,814,1,12,26612
849,3,1,12,24722
849,815,1,12,25386
849,153,1,12,24719
849,817,1,12,25872
849,20,1,13,24818
849,13,1,13,24159
849,30,2,16,31751
849,155,2,20,31551
849,1,2,24,24065
849,814,2,24,45291
849,813,2,24,24272
849,16,2,25,24077
849,67,2,25,24620
849,17,2,26,25490
849,18,2,26,24287
849,13,2,26,23929
849,814,3,26,31471
849,20,2,27,31558
849,4,2,27,23974
849,816,2,28,25428
849,817,2,28,26942
849,3,2,30,24399
849,2,2,30,24434
849,10,2,30,24959
849,153,2,31,24095
849,30,3,31,24651
849,22,2,31,23955
849,815,2,32,25619
849,24,2,31,25505
849,813,3,35,23869
849,20,3,36,23137
849,1,3,37,23340
849,17,3,38,23785
849,808,2,38,24172
849,4,3,39,23474
849,18,3,39,23292
849,16,3,40,27240
849,13,3,41,23238
850,815,1,8,27247
850,67,1,10,27301
850,812,1,10,31879
850,17,1,14,20440
850,3,1,14,20348
850,30,1,15,20768
850,813,1,15,21601
850,1,1,16,20982
850,4,1,16,20430
850,20,1,16,20394
850,13,1,17,20344
850,155,1,20,20882
850,24,1,20,22048
850,817,1,21,22319
850,16,1,22,20839
850,10,1,22,22252
850,808,1,23,21449
850,153,1,23,21062
850,814,1,23,23676
850,18,1,24,20952
850,816,1,24,20762
850,5,1,26,22088
850,17,2,30,21299
850,812,2,28,22331
850,1,2,31,20496
850,4,2,32,20035
850,813,2,35,21057
850,3,2,36,20975
850,67,2,36,20954
850,30,2,37,20299
850,20,2,40,20274
850,13,2,41,20185
850,815,2,41,21645
850,153,2,43,21689
850,808,2,46,20572
850,16,2,48,20879
850,155,2,48,21267
850,10,2,48,21252
850,1,3,51,20403
850,816,2,49,23588
850,817,2,49,24053
850,5,2,50,21175
850,814,2,51,22535
850,4,3,53,19975
850,3,3,53,20047
850,812,3,51,22458
850,17,3,56,20324
850,30,3,56,19930
850,13,3,59,21903
850,20,3,59,20110
851,17,1,10,20854
851,13,1,10,22293
851,808,1,10,25532
851,22,1,10,22640
851,18,1,11,21786
851,814,1,11,22262
851,813,1,11,23397
851,2,1,11,21371
851,10,1,11,22222
851,816,1,11,25337
851,1,1,12,21880
851,20,1,12,20690
851,4,1,12,22886
851,3,1,12,20767
851,155,1,12,23725
851,67,1,12,22349
851,5,1,12,22772
851,16,1,12,21902
851,815,1,12,22215
851,24,1,12,23633
851,30,1,13,21948
851,153,1,13,23734
851,15,1,13,23118
851,817,1,13,22844
851,813,2,16,13186
851,2,2,23,25434
851,22,2,24,22217
851,153,2,24,22552
851,5,2,24,22147
851,815,2,24,20570
851,17,2,25,20000
851,4,2,25,23208
851,13,2,25,21138
851,808,2,25,24194
851,67,2,25,21460
851,1,2,26,20803
851,30,2,26,20071
851,24,2,25,22501
851,16,2,26,20589
851,18,2,27,21065
851,3,2,27,19939
851,814,2,27,20801
851,20,2,28,20611
851,813,3,28,21426
851,10,2,28,20613
851,817,2,28,23563
851,816,2,29,20916
851,815,3,32,13201
851,155,2,34,22852
851,4,3,36,19936
851,22,3,37,20580
851,17,3,39,20673
851,24,3,37,27839
851,1,3,40,20861
851,13,3,40,22453
851,20,3,41,19664
851,18,3,42,20046
851,814,3,42,20935
851,67,3,43,20360
851,5,3,43,20990
851,815,4,44,20917
851,817,3,43,21651
851,4,4,47,20126
851,153,3,47,21345
851,816,3,47,49849
851,3,3,50,20563
851,17,4,51,21122
851,808,3,50,21353
851,22,4,50,31539
851,5,4,49,22364
851,16,3,50,21796
851,24,4,48,23010
851,813,4,50,23016
851,1,4,52,20855
851,17,5,53,20715
851,22,5,52,25596
851,1,5,54,21628
851,808,4,53,21609
851,5,5,52,21715
851,16,4,53,21503
851,816,4,51,22470
851,3,4,54,23244
851,813,5,53,22825
851,24,5,51,22458
851,10,3,53,20929
851,1,6,56,13173
851,13,4,58,21157
851,155,3,62,21258
852,10,1,1,35092
852,811,1,1,30795
852,5,1,1,28539
852,17,1,3,21015
852,18,1,3,26046
852,30,1,4,20153
852,20,1,5,20898
852,815,1,5,26092
852,10,2,6,13914
852,4,1,8,20994
852,811,2,8,13968
852,13,1,9,22267
852,1,1,10,21895
852,3,1,11,23090
852,24,1,11,21766
852,808,1,12,21395
852,813,1,12,21421
852,20,2,13,21411
852,16,1,13,22773
852,22,1,13,21818
852,30,2,13,20226
852,18,2,13,21756
852,817,1,13,23780
852,15,1,13,22159
852,816,1,13,22939
852,5,2,13,22009
852,155,1,14,24161
852,814,1,14,21334
852,10,3,14,24204
852,811,3,21,20756
852,815,2,22,14089
852,815,3,23,23883
852,24,2,27,30959
852,4,2,29,21243
852,813,2,29,22303
852,155,2,29,21269
852,20,3,30,20786
852,3,2,30,21171
852,13,2,30,21856
852,808,2,30,21979
852,814,2,30,21350
852,17,2,31,20947
852,16,2,31,20983
852,30,3,31,21319
852,22,2,31,21478
852,15,2,31,21484
852,18,3,32,21640
852,13,3,32,21485
852,5,3,33,22306
852,10,4,35,21721
852,816,2,36,22114
852,22,3,40,47753
853,155,1,1,27550
853,22,1,1,29157
853,811,1,2,22534
853,817,1,1,1004718
853,15,1,5,30391
853,814,1,13,21870
853,30,1,16,22709
853,67,1,16,24234
853,18,1,17,21660
853,1,1,18,22083
853,155,2,18,22939
853,4,1,19,22539
853,813,1,19,23063
853,811,2,19,23145
853,20,1,20,22124
853,153,1,20,21988
853,10,1,20,25147
853,13,1,21,21821
853,5,1,21,23298
853,15,2,24,23420
853,814,2,31,23069
853,22,2,32,23414
853,18,2,33,22095
853,817,2,20,30777
853,4,2,34,21989
853,1,2,34,21876
853,20,2,35,21378
853,5,2,35,22611
853,30,2,37,22014
853,813,2,37,22614
853,10,2,38,22784
853,67,2,40,24086
853,811,3,40,22273
853,13,2,41,22148
853,153,2,41,22279
854,817,1,1,44170
854,3,1,9,29549
854,4,1,10,30621
854,30,1,10,29610
854,811,1,10,35398
854,13,1,11,30290
854,1,1,11,30142
854,16,1,11,30718
854,813,1,11,30888
854,67,1,11,32827
854,5,1,11,32202
854,811,2,11,36856
854,17,1,12,30462
854,22,1,12,30456
854,13,2,12,32351
854,1,2,13,33456
854,24,1,13,34329
854,20,1,14,30023
854,18,1,14,30169
854,815,1,15,30810
854,1,3,15,24342
854,155,1,16,30464
854,15,1,16,31048
854,808,1,16,30807
854,817,2,15,34782
854,816,1,16,31763
854,153,1,17,30948
854,814,1,19,30704
854,15,2,19,33317
854,3,2,22,29417
854,30,2,24,29473
854,13,3,24,30478
854,153,2,24,24299
854,4,2,25,30387
854,813,2,25,30187
854,5,2,26,31621
854,24,2,26,32122
854,17,2,29,31204
854,816,2,28,31592
854,814,2,29,29764
854,16,2,29,33418
854,3,3,29,30261
854,815,2,29,33344
854,817,3,27,33058
854,811,3,28,30832
854,1,4,29,30706
854,20,2,30,30809
854,155,2,29,31602
854,18,2,30,29921
854,808,2,29,30625
854,22,2,30,30544
854,67,2,31,31394
854,153,3,35,31836
854,155,3,40,24715
854,13,4,41,30983
854,813,3,45,30477
854,15,3,44,31168
854,17,3,47,30413
854,24,3,45,31687
854,18,3,48,30305
854,1,5,48,29876
854,5,3,47,31207
854,20,3,49,30796
854,808,3,47,30485
854,4,3,49,29972
854,67,3,49,32739
854,24,4,46,42920
854,811,4,48,30987
854,155,4,53,30869
855,1,1,8,21091
855,16,1,8,21511
855,24,1,8,28244
855,20,1,9,22374
855,30,1,9,20667
855,18,1,10,21094
855,4,1,10,21147
855,17,1,10,21820
855,814,1,10,21964
855,155,1,10,24263
855,5,1,10,21412
855,13,1,11,21313
855,67,1,11,21849
855,15,1,11,21636
855,817,1,11,23723
855,22,1,12,22130
855,3,1,12,20575
855,10,1,12,25563
855,816,1,13,23013
855,811,1,15,25927
855,813,1,16,21339
855,153,1,17,21792
855,808,1,18,21304
855,20,2,19,21596
855,17,2,19,21369
855,18,2,20,20713
855,10,2,19,21726
855,815,1,20,21655
855,4,2,21,21319
855,1,2,21,22821
855,13,2,22,21214
855,5,2,22,21519
855,817,2,22,23172
855,16,2,23,21337
855,816,2,23,22258
855,30,2,24,22570
855,814,2,24,21964
855,155,2,24,22299
855,22,2,24,22736
855,3,2,24,20665
855,24,2,23,24716
855,15,2,24,22233
855,813,2,25,21075
855,20,3,33,21705
855,17,3,34,21455
855,1,3,35,21292
855,814,3,35,21553
855,811,2,35,22466
855,18,3,36,20998
855,13,3,36,21100
855,153,2,36,22584
855,24,3,35,22631
855,4,3,37,20731
855,815,2,37,24461
855,16,3,37,21839
855,22,3,37,21890
855,5,3,37,22532
855,10,3,36,22877
855,15,3,38,22156
855,816,3,37,24269
855,808,2,39,20832
855,817,3,38,22910
855,30,3,41,20879
855,3,3,41,20809
855,813,3,41,21012
856,24,1,1,26379
856,155,1,10,21623
856,22,1,10,21722
856,814,1,11,22075
856,15,1,12,22441
856,18,1,13,20766
856,3,1,13,20091
856,811,1,13,21163
856,5,1,13,21951
856,17,1,14,20828
856,13,1,14,23642
856,808,1,14,21478
856,30,1,14,20238
856,67,1,14,22098
856,1,1,15,20846
856,4,1,15,20978
856,20,1,16,19985
856,16,1,16,24820
856,813,1,16,21569
856,815,1,16,21225
856,10,1,16,22533
856,817,1,16,23196
856,816,1,16,26905
856,153,1,17,22301
856,24,2,16,23544
856,813,2,22,13984
856,155,2,24,25578
856,3,2,27,20772
856,813,3,28,22035
856,811,2,30,21893
856,814,2,31,21060
856,22,2,31,22347
856,1,2,33,20584
856,17,2,33,20800
856,20,2,34,20170
856,18,2,34,20758
856,13,2,34,21080
856,16,2,35,21916
856,67,2,36,21992
856,815,2,36,21385
856,15,2,36,22851
856,4,2,37,20639
856,153,2,37,22325
856,5,2,38,22669
856,816,2,38,22412
856,24,3,38,22092
856,10,2,41,22481
856,817,2,41,22115
856,155,3,42,21472
856,815,3,53,21971
857,815,1,1,22676
857,10,1,1,27378
857,22,1,1,33650
857,15,1,1,40734
857,814,1,2,21525
857,808,1,3,27137
857,16,1,15,21424
857,17,1,16,21392
857,4,1,16,21873
857,1,1,16,22530
857,153,1,16,22856
857,13,1,17,21848
857,3,1,17,21149
857,18,1,18,21092
857,30,1,18,20893
857,67,1,18,22579
857,20,1,19,21415
857,814,2,19,24150
857,5,1,21,22226
857,811,1,22,22144
857,39,1,22,24046
857,816,1,22,22687
857,1,2,24,27193
857,817,1,25,25074
857,15,2,27,22894
857,13,2,30,14919
857,13,3,31,27619
857,817,2,32,42529
857,808,2,33,22519
857,815,2,34,24789
857,16,2,35,21977
857,22,2,35,22339
857,17,2,37,21240
857,4,2,39,21755
857,814,3,39,20984
857,5,2,41,22001
857,3,2,45,22978
857,1,3,45,22172
857,18,2,46,21838
857,153,2,46,23084
857,20,2,47,21449
857,30,2,50,21482
857,39,2,50,23605
857,811,2,56,21723
857,816,2,55,22472
857,15,3,54,24150
857,817,3,56,28474
858,811,1,1,20882
858,815,1,2,24654
858,155,1,5,19833
858,13,1,15,20471
858,153,1,15,43574
858,1,1,16,19439
858,4,1,16,20211
858,18,1,16,20908
858,16,1,16,20356
858,30,1,16,19660
858,5,1,16,21146
858,17,1,17,25182
858,3,1,17,19785
858,15,1,17,20824
858,808,1,18,20738
858,22,1,18,24219
858,817,1,18,21693
858,811,2,20,20330
858,24,1,24,21247
858,813,1,25,20201
858,10,1,25,21792
858,814,1,27,20216
858,815,2,27,19979
858,813,2,30,12897
858,155,2,33,23108
858,22,2,34,20534
858,17,2,35,20000
858,153,2,34,21363
858,18,2,36,20301
858,16,2,36,20614
858,811,3,36,12959
858,808,2,38,19968
858,1,2,40,19350
858,5,2,39,20652
858,13,2,40,20035
858,30,2,42,20638
858,817,2,41,23192
858,4,2,43,21314
858,15,2,42,20791
858,10,2,44,20561
858,3,2,48,19907
858,17,3,54,19525
859,30,1,10,25481
859,811,1,12,21900
859,808,1,13,21169
859,16,1,14,21097
859,18,1,15,22005
859,4,1,16,20773
859,1,1,16,21099
859,3,1,16,20773
859,22,1,16,21537
859,20,1,17,20927
859,814,1,17,20745
859,813,1,17,21561
859,5,1,17,22854
859,17,1,18,20755
859,811,2,18,14029
859,67,1,19,22417
859,815,1,20,22221
859,816,1,20,21859
859,817,1,20,23473
859,13,1,21,21696
859,155,1,21,25117
859,153,1,21,22773
859,24,1,21,22666
859,10,1,21,22452
859,15,1,22,22616
859,811,3,28,23289
859,808,2,30,23102
859,18,2,31,21038
859,16,2,31,20900
859,5,2,31,22013
859,1,2,33,20396
859,30,2,32,20782
859,22,2,34,22590
859,4,2,35,20664
859,17,2,38,20990
859,20,2,39,20652
859,814,2,40,21767
859,3,2,42,20658
859,67,2,42,22461
859,816,2,41,23542
859,817,2,41,22904
859,15,2,42,21555
859,155,2,43,21231
859,1,3,44,20681
859,815,2,44,21337
859,13,2,45,21053
859,16,3,45,21138
859,808,3,45,21781
859,24,2,45,22996
859,153,2,48,21855
859,811,4,48,22128
859,5,3,49,21478
859,18,3,52,21583
859,30,3,51,21373
859,4,3,54,20752
859,22,3,53,21638
859,17,3,58,20781
859,20,3,59,22094
860,811,1,1,24599
860,817,1,1,32319
860,13,1,11,22313
860,3,1,12,23203
860,4,1,13,22035
860,155,1,13,25346
860,814,1,13,24933
860,17,1,14,23302
860,5,1,14,24397
860,18,1,16,23275
860,20,1,16,24256
860,813,1,16,23427
860,1,1,17,22862
860,808,1,18,24579
860,8,1,19,24881
860,818,1,19,23203
860,10,1,20,26322
860,819,1,21,25303
860,817,2,22,23257
860,815,1,24,23882
860,13,2,28,22528
860,811,2,30,23777
860,3,2,31,23017
860,814,2,33,24579
860,4,2,34,21910
860,5,2,34,24580
860,18,2,36,22837
860,1,2,36,23464
860,155,2,36,24162
860,819,2,35,48984
860,20,2,37,24131
860,17,2,37,22915
860,813,2,37,23166
860,8,2,37,23310
860,818,2,37,23569
860,10,2,36,25046
860,13,3,37,22103
860,5,3,37,28888
860,817,3,38,24348
860,811,3,47,30888
860,819,3,51,17088
861,815,1,1,25671
861,811,1,1,31006
861,814,1,2,23988
861,13,1,3,24034
861,10,1,3,25096
861,819,1,3,29317
861,18,1,4,24305
861,4,1,4,24653
861,807,1,4,23856
861,817,1,4,25470
861,808,1,4,24718
861,5,1,4,32670
861,1,1,5,24271
861,17,1,5,24569
861,20,1,5,25658
861,3,1,5,25600
861,813,1,5,25535
861,8,1,5,27602
861,155,1,5,28122
861,30,1,5,24831
861,811,2,7,26269
861,18,2,13,25922
861,3,2,13,25199
861,8,2,13,24927
861,155,2,13,26255
861,37,1,13,15684
861,808,2,13,29359
861,10,2,13,25660
861,811,3,13,24980
861,1,2,14,27961
861,4,2,14,22864
861,17,2,14,26337
861,13,2,14,24420
861,814,2,14,22856
861,813,2,14,21621
861,30,2,14,24094
861,817,2,14,24539
861,5,2,14,25130
861,815,2,15,24520
861,20,2,15,24057
861,818,1,15,24216
861,807,2,15,23549
861,819,2,15,36542
861,39,1,15,36876
861,18,3,15,36517
861,813,3,15,23974
861,37,2,16,38887
861,5,3,23,34109
861,18,4,24,23509
861,817,3,25,22610
861,3,3,26,23050
861,13,3,27,23130
861,817,4,37,23648
861,39,2,37,27700
861,13,4,38,26934
861,5,4,38,23782
861,17,3,39,23195
861,814,3,39,22175
861,811,4,39,23824
861,30,3,39,22163
861,813,4,39,23409
861,3,4,39,23231
861,18,5,39,23477
861,808,3,39,30335
861,10,3,39,25390
861,4,3,40,22534
861,819,3,39,32224
861,20,3,40,22998
861,8,3,40,25041
861,818,2,40,23343
861,807,3,40,23358
861,155,3,40,23662
861,37,3,39,28483
861,815,3,41,24543
861,1,3,41,26338
861,20,4,47,25884
862,4,2,27,20136
862,8,2,28,21494
862,818,2,28,23623
862,5,2,28,22606
862,811,2,29,21323
862,808,2,29,22007
862,807,2,30,21027
862,5,3,29,37748
862,20,2,31,21146
862,154,2,32,25835
862,37,2,31,23488
862,814,2,32,21006
862,813,2,33,21229
862,817,2,33,22318
862,39,2,32,23151
862,3,2,34,20645
862,17,3,34,20471
862,815,2,35,22565
862,10,2,36,21515
862,819,2,37,23579
862,1,3,38,20177
862,4,3,38,20024
862,155,3,38,21795
862,18,3,39,26618
862,13,2,41,20051
862,818,3,41,22531
862,819,3,48,13981
862,17,1,6,20474
862,155,1,9,21551
862,20,1,9,21449
862,807,1,9,32407
862,8,1,10,21433
862,1,1,10,20903
862,808,1,10,21851
862,18,1,11,20563
862,154,1,11,21184
862,814,1,11,20387
862,813,1,11,21569
