circuitId,Did not finish,Podium,Pos 4 to 10,Accident / Collision,SC,Dry,Wet,pitStop timing (avg),pitStop timing prop(driver),driverId,number,code,H,surname,dob,nationality,url,resultId_x,constructorId_x,grid_x,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,race_class,resultId_y,constructorId_y,grid_y,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,driver_error_rate,constructor_error_rate,circuit_error_rate,label
18,0.0,0.67,0.33,0.0,0.0,1.0,0.0,21065.0,0.07304609346789652,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23335,131,1,25.0,71,01:01.3,10861335.0,44.0,3.0,85600.0,181.137,1,23335,131,1,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.009615385,0.073717949,0.09764309800000001,1
24,0.0,0.67,0.33,0.0,0.0,1.0,0.0,21629.33333333333,0.07304609346789652,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23357,131,1,25.0,55,38:04.0,5884013.0,37.0,5.0,105100.0,190.174,1,23357,131,1,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.009615385,0.073717949,0.045918367,1
1,0.33,0.67,0.0,0.0,1.0,1.0,0.0,11147.5,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23380,131,1,18.0,57,9.975,5061647.0,44.0,6.0,87000.0,219.351,1,23380,131,1,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.009615385,0.073717949,0.126245847,1
17,0.0,0.67,0.33,0.0,0.67,1.0,0.0,22977.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23399,131,1,25.0,56,37:36.2,5856158.0,44.0,1.0,95400.0,205.745,1,23399,131,1,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.009615385,0.073717949,0.046357616,1
3,0.0,1.0,0.0,0.0,0.33,1.0,0.0,24732.66666666667,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23420,131,2,18.0,57,6.66,5640034.0,46.0,1.0,92800.0,209.952,1,23420,131,2,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.009615385,0.073717949,0.028571429,1
71,0.0,1.0,0.0,0.0,0.67,1.0,0.0,0.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23442,131,4,12.0,52,36.32,5325063.0,18.0,6.0,98400.0,213.955,2,23442,131,4,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.009615385,0.073717949,0.108433735,1
4,0.33,0.67,0.0,0.33,0.33,1.0,0.0,15185.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23459,131,1,25.0,66,35:56.5,5756497.0,64.0,1.0,83600.0,200.47099999999998,1,23459,131,1,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.009615385,0.073717949,0.069536424,1
6,0.0,1.0,0.0,0.0,1.0,0.67,0.0,26439.66666666667,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23485,131,13,6.0,78,15.801,6300141.0,54.0,5.0,75800.0,158.433,2,23485,131,13,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.009615385,0.073717949,0.160535117,1
7,0.33,0.67,0.0,0.0,0.67,1.0,0.0,23168.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23499,131,1,25.0,70,33:05.2,5585154.0,64.0,1.0,74600.0,210.588,1,23499,131,1,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.009615385,0.073717949,0.106382979,1
73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20108.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23523,131,1,10.0,51,6.188,7441761.0,46.0,2.0,103500.0,208.862,2,23523,131,1,20,6.002999999999999,51,306.051,337.0,2,0.75,2010,1.0,78,0.009615385,0.073717949,0.024390244,1
70,0.0,1.0,0.0,0.0,0.67,1.0,0.0,22177.66666666667,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23545,131,8,12.0,71,7.43,4915953.0,69.0,1.0,67400.0,230.597,2,23545,131,8,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.009615385,0.073717949,0.023809524,1
9,0.0,1.0,0.0,0.0,1.0,0.33,0.0,28999.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23562,131,1,25.0,51,21:27.4,4887430.0,48.0,1.0,90600.0,234.025,1,23562,131,1,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.009615385,0.073717949,0.066225166,1
11,0.0,0.67,0.33,0.0,0.67,0.67,0.0,20572.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23585,131,4,12.0,70,12.885,5999598.0,66.0,5.0,80800.0,195.149,2,23585,131,4,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.009615385,0.073717949,0.043046358,1
13,0.33,0.67,0.0,0.0,0.67,1.0,0.0,23381.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23602,131,1,25.0,44,24:42.8,5082820.0,35.0,2.0,106600.0,236.52599999999998,1,23602,131,1,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.009615385,0.073717949,0.103571429,1
14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24151.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23622,131,1,25.0,53,15:32.3,4532312.0,50.0,2.0,83500.0,249.793,1,23622,131,1,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.009615385,0.073717949,0.043046358,1
15,0.33,0.67,0.0,0.0,1.0,1.0,0.0,28838.66666666667,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23642,131,5,25.0,58,03:23.5,7403544.0,55.0,1.0,105000.0,173.643,1,23642,131,5,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.009615385,0.073717949,0.114678899,1
2,0.33,0.67,0.0,0.0,0.67,1.0,0.0,24117.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23663,131,1,18.0,56,12.77,5414060.0,48.0,3.0,94500.0,211.269,1,23663,131,1,15,5.542999999999999,56,310.408,329.0,2,0.45,1029,5.0,40,0.009615385,0.073717949,0.036184211,1
22,0.0,1.0,0.0,0.0,0.33,0.67,0.33,23191.33333333333,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23682,131,1,25.0,53,27:31.2,5251194.0,43.0,6.0,93800.0,222.917,1,23682,131,1,18,5.807,53,307.471,328.0,1,0.66,994,5.0,48,0.009615385,0.073717949,0.073359073,1
69,0.0,1.0,0.0,0.0,0.67,0.67,0.0,23969.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23702,131,1,25.0,56,33:51.0,5630991.0,48.0,5.0,98800.0,200.92700000000002,1,23702,131,1,20,5.513,56,308.728,325.3,2,0.59,1090,3.0,66,0.009615385,0.073717949,0.047619048,1
32,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22018.5,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23730,131,3,2.0,70,,,69.0,5.0,79900.0,193.813,2,23730,131,3,17,4.303999999999999,71,305.35400000000004,349.0,2,0.45,1200,5.0,52,0.009615385,0.073717949,0.048387097000000004,1
18,0.0,1.0,0.0,0.0,0.33,0.67,0.33,22905.0,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23745,131,20,12.0,71,5.468,5491730.0,63.0,2.0,71800.0,215.91400000000002,2,23745,131,20,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.009615385,0.073717949,0.09764309800000001,1
24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21544.666666666668,0.058989332465871736,1,44.0,HAM,Lewis,Hamilton,7/1/1985,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,23763,131,2,18.0,55,3.899,5657961.0,51.0,3.0,101500.0,197.041,1,23763,131,2,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.009615385,0.073717949,0.045918367,1
1,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,22917,131,2,25.0,57,48:15.6,6495565.0,21.0,3.0,90600.0,210.815,1,22917,131,2,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.004854369,0.073717949,0.126245847,1
3,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,22939,131,2,25.0,57,33:34.7,5614696.0,41.0,1.0,94500.0,206.21,1,22939,131,2,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.004854369,0.073717949,0.028571429,1
17,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,22961,131,1,25.0,56,38:53.9,5933891.0,38.0,6.0,100400.0,195.419,1,22961,131,1,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.004854369,0.073717949,0.046357616,1
71,0.0,0.0,0.33,0.0,0.5,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,22983,131,1,25.0,53,32:42.0,5561997.0,52.0,1.0,99100.0,212.452,1,22983,131,1,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.004854369,0.073717949,0.108433735,1
4,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23026,131,2,0.0,0,,,,,,,0,23026,131,2,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.004854369,0.073717949,0.069536424,0
6,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23033,131,2,6.0,78,+1:33.290,7262423.0,74.0,6.0,78800.0,152.523,2,23033,131,2,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.004854369,0.073717949,0.160535117,1
7,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23053,131,2,10.0,70,+1:02.093,5527389.0,60.0,1.0,75600.0,207.669,2,23053,131,2,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.004854369,0.073717949,0.106382979,1
70,0.0,0.0,0.33,0.0,0.5,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23096,131,6,12.0,71,16.71,5274817.0,66.0,2.0,68500.0,227.38099999999997,2,23096,131,6,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.004854369,0.073717949,0.023809524,1
9,0.0,0.0,0.33,0.0,1.0,0.67,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23117,131,2,15.0,52,16.911,5712742.0,44.0,1.0,95500.0,221.957,1,23117,131,2,18,5.891,52,306.332,329.5,2,0.7,1034,5.0,40,0.004854369,0.073717949,0.066225166,1
11,0.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23138,131,1,18.0,70,1.977,6032092.0,60.0,2.0,83700.0,188.497,1,23138,131,1,14,4.381,70,306.67,315.0,2,0.5,908,5.0,28,0.004854369,0.073717949,0.043046358,1
13,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23181,131,1,25.0,44,44:51.1,6291058.0,11.0,2.0,111700.0,225.64,1,23181,131,1,19,7.004,44,308.052,319.6,2,0.7,2015,3.0,42,0.004854369,0.073717949,0.103571429,1
14,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23203,131,2,25.0,53,17:28.1,4648089.0,26.0,9.0,86600.0,240.82,1,23203,131,2,11,5.792999999999999,53,306.72,350.0,2,0.84,1520,1.0,36,0.004854369,0.073717949,0.043046358,1
15,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23225,131,1,25.0,61,55:49.0,6948950.0,38.0,6.0,110300.0,165.31799999999998,1,23225,131,1,23,5.065,61,308.965,323.0,3,0.49,832,,70,0.004854369,0.073717949,0.114678899,1
2,0.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23249,131,2,15.0,56,25.516,5858292.0,44.0,1.0,96400.0,206.94799999999998,1,23249,131,2,15,5.542999999999999,56,310.408,329.0,2,0.45,1029,5.0,40,0.004854369,0.073717949,0.036184211,1
22,0.0,0.0,0.33,0.0,0.33,0.67,0.33,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23269,131,1,25.0,53,26:43.3,5203333.0,31.0,5.0,96000.0,217.65099999999998,1,23269,131,1,18,5.807,53,307.471,328.0,1,0.66,994,5.0,48,0.004854369,0.073717949,0.073359073,1
69,0.0,0.0,0.33,0.0,1.0,0.67,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23292,131,2,18.0,56,4.52,5897138.0,34.0,3.0,101900.0,194.773,1,23292,131,2,20,5.513,56,308.728,325.3,2,0.59,1090,3.0,66,0.004854369,0.073717949,0.047619048,1
32,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23314,131,2,18.0,71,8.354,6039756.0,43.0,5.0,82800.0,187.148,1,23314,131,2,17,4.303999999999999,71,305.35400000000004,349.0,2,0.45,1200,5.0,52,0.004854369,0.073717949,0.048387097000000004,1
18,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23336,131,2,18.0,71,11.455,10872790.0,47.0,6.0,86200.0,179.912,1,23336,131,2,15,4.309,71,305.909,310.0,2,0.5,1394,5.0,42,0.004854369,0.073717949,0.09764309800000001,1
24,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.05530336851787457,3,6.0,ROS,Nico,Rosberg,27/6/1985,German,http://en.wikipedia.org/wiki/Nico_Rosberg,23358,131,2,18.0,55,0.439,5884452.0,33.0,9.0,105300.0,189.95,1,23358,131,2,21,5.553999999999999,55,305.355,339.0,2,0.59,1233,5.0,56,0.004854369,0.073717949,0.045918367,1
1,0.33,0.67,0.0,0.0,0.67,1.0,0.0,14763.333333333336,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,22919,6,3,15.0,57,9.643,6505208.0,23.0,2.0,90000.0,212.235,1,22919,6,3,16,5.303,58,307.574,321.1,2,0.77,843,5.0,46,0.010050251,0.072243346,0.126245847,1
3,0.0,0.33,0.67,0.0,0.33,1.0,0.0,24046.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,22959,6,3,0.0,0,,,,,,,0,22959,6,3,15,5.412000000000001,57,308.238,329.6,2,0.72,1205,3.0,56,0.010050251,0.072243346,0.028571429,0
17,0.0,0.33,0.33,0.0,0.33,1.0,0.0,21627.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,22962,6,4,18.0,56,37.776,5971667.0,37.0,9.0,100600.0,195.046,1,22962,6,4,16,5.4510000000000005,56,305.066,348.0,2,0.54,1397,5.0,51,0.010050251,0.072243346,0.046357616,1
71,0.0,0.5,0.5,0.0,0.5,1.0,0.0,29367.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23002,6,7,0.0,0,,,,,,,0,23002,6,7,18,5.848,53,309.745,326.0,2,0.75,1073,3.0,54,0.010050251,0.072243346,0.108433735,0
4,0.0,0.33,0.0,0.0,0.0,1.0,0.0,20712.666666666668,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23007,6,6,15.0,66,5.581,6105598.0,39.0,2.0,88000.0,190.488,1,23007,6,6,16,4.655,66,307.10400000000004,332.0,2,0.72,1310,5.0,45,0.010050251,0.072243346,0.069536424,1
6,0.33,0.67,0.0,0.0,1.0,1.0,0.0,24613.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23030,6,4,12.0,78,15.846,7184979.0,62.0,2.0,78000.0,154.005,2,23030,6,4,19,3.3369999999999997,78,260.286,290.0,1,0.34,669,5.0,47,0.010050251,0.072243346,0.160535117,1
7,0.0,0.67,0.33,0.0,0.33,1.0,0.0,22727.66666666667,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23050,6,3,18.0,70,5.011,5470307.0,70.0,3.0,76300.0,205.769,1,23050,6,3,14,4.361000000000001,70,305.27,315.5,2,0.76,1190,3.0,52,0.010050251,0.072243346,0.106382979,1
70,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.06553273945224042,20,5.0,VET,Sebastian,Vettel,3/7/1987,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,23113,6,9,0.0,26,,,10.0,21.0,71400.0,217.99200000000002,0,23113,6,9,10,4.3260000000000005,71,307.02,327.4,2,0.79,868,2.0,32,0.010050251,0.072243346,0.023809524,0
